|CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|SNOMEDCT2ICD10|ICD10ENG|ICD10CM_SPA|ICD10OCS_SPA
110009|C0003486|ENG|S|L0214882|PF|S0589912|N|A17826476|||I71.9|ICD10CM|ET|I71.9|Aneurysm of aorta|4|N|256|Q616003|D001014|||I71.1|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, sin rotura|
110010|C0003486|ENG|S|L0214882|PF|S0589912|N|A17826476|||I71.9|ICD10CM|ET|I71.9|Aneurysm of aorta|4|N|256|Q616003|D001014|||I71.3|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, sin rotura|
110011|C0003486|ENG|S|L0214882|PF|S0589912|N|A17826476|||I71.9|ICD10CM|ET|I71.9|Aneurysm of aorta|4|N|256|Q616003|D001014|||I71.5|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, sin rotura|
110012|C0003486|ENG|S|L0214882|PF|S0589912|N|A17826476|||I71.9|ICD10CM|ET|I71.9|Aneurysm of aorta|4|N|256|Q616003|D001014|||I71.8|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, sin rotura|
110013|C0003486|ENG|S|L0214882|PF|S0589912|N|A17826476|||I71.9|ICD10CM|ET|I71.9|Aneurysm of aorta|4|N|256|Q616003|D001014|||I71.9|||14129834-n|14106352-n|aortic_aneurysm%1:26:00::|||Aneurisma de aorta de localización no especificada, sin rotura|
112725|C0003534|ENG|P|L0003534|PF|S0015220|N|A17774697|||H27.0|ICD10CM|HT|H27.0|Aphakia|4|N|256|Q558623|D001035||H27.0||||14120914-n|14097432-n|aphakia%1:26:00::|||Afaquia|
112726|C0003534|ENG|P|L0003534|PF|S0015220|N|A17774697|||H27.0|ICD10CM|HT|H27.0|Aphakia|4|N|256|Q558623|D001035||Q12.3||||14120914-n|14097432-n|aphakia%1:26:00::|||Afaquia|
113409|C0003564|ENG|P|L0003564|PF|S0015262|N|A17867205|||R49.1|ICD10CM|PT|R49.1|Aphonia|4|N|256|Q514686|D001044||R49.1||||14423911-n|14400507-n|voicelessness%1:26:00:: aphonia%1:26:00::|||Afonía|
113424|C0003564|ENG|S|L0024017|PF|S0001733|N|A17841708|||R49.1|ICD10CM|ET|R49.1|Loss of voice|4|N|256|Q514686|D001044||R49.1||||14423911-n|14400507-n|voicelessness%1:26:00:: aphonia%1:26:00::|||Afonía|
114750|C0003615|ENG|S|L0713072|PF|S1054512|N|A17826728|||K37|ICD10CM|PT|K37|Unspecified appendicitis|4|N|256|Q121041|D001064|74400008||K37|||14282014-n|14258512-n|appendicitis%1:26:00::|||Apendicitis no especificada|
115478|C0003635|ENG|P|L1222082|VO|S0015455|N|A17854396|||R48.2|ICD10CM|PT|R48.2|Apraxia|4|N|256|Q220322|D000377|||R48.2|||14123415-n|14099933-n|agnosia%1:26:00::|||Apraxia|
115479|C0003635|ENG|P|L1222082|VO|S0015455|N|A17854396|||R48.2|ICD10CM|PT|R48.2|Apraxia|4|N|256|Q220322|D000377|||R48.1|||14123415-n|14099933-n|agnosia%1:26:00::|||Apraxia|
115480|C0003635|ENG|P|L1222082|VO|S0015455|N|A17854396|||R48.2|ICD10CM|PT|R48.2|Apraxia|4|N|256|Q498916|D001072|68345001|R48.2||||14114608-n|14091126-n|apraxia%1:26:00::|||Apraxia|
120757|C0003811|ENG|P|L0007149|VO|S11614112|Y|A17864484|||I49.9|ICD10CM|ET|I49.9|Arrhythmia (cardiac) NOS|4|N||Q189331|D001145||I49||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Arritmia cardiaca, no especificada|
120758|C0003811|ENG|P|L0007149|VO|S11614112|Y|A17864484|||I49.9|ICD10CM|ET|I49.9|Arrhythmia (cardiac) NOS|4|N||Q189331|D001145||I47||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Arritmia cardiaca, no especificada|
120975|C0003811|ENG|S|L0720654|PF|S0832970|N|A17775110|||I49.9|ICD10CM|PT|I49.9|Cardiac arrhythmia, unspecified|4|N|256|Q189331|D001145||I49||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Arritmia cardiaca, no especificada|
120976|C0003811|ENG|S|L0720654|PF|S0832970|N|A17775110|||I49.9|ICD10CM|PT|I49.9|Cardiac arrhythmia, unspecified|4|N|256|Q189331|D001145||I47||||14134156-n|14110674-n|cardiac_arrhythmia%1:26:00:: arrhythmia%1:26:00::|||Arritmia cardiaca, no especificada|
122501|C0003850|ENG|P|L0003850|VC|S0415124|N|A17826435|||I70|ICD10CM|ET|I70|arteriosclerosis|4|N|256|Q184559|D001161|||I70|||14131806-n|14108324-n|induration_of_the_arteries%1:26:00:: coronary-artery_disease%1:26:00:: hardening_of_the_arteries%1:26:00:: arterial_sclerosis%1:26:00:: arteriosclerosis%1:26:00::|||Aterosclerosis|
122512|C0003850|ENG|S|L0372955|VC|S11696474|N|A17775188|||I70|ICD10CM|ET|I70|arteriosclerotic vascular disease|4|N|256|Q184559|D001161|||I70|||14131806-n|14108324-n|induration_of_the_arteries%1:26:00:: coronary-artery_disease%1:26:00:: hardening_of_the_arteries%1:26:00:: arterial_sclerosis%1:26:00:: arteriosclerosis%1:26:00::|||Aterosclerosis|
123211|C0003860|ENG|S|L0514636|PF|S0592648|N|A17864614|||I77.6|ICD10CM|PT|I77.6|Arteritis, unspecified|4|N|256|Q1751810|D001167||I77.6||||14282111-n|14258609-n|arteritis%1:26:00::|||Arteritis, no especificada|
123759|C0003864|ENG|P|L0003864|VO|S1623183|N|A17865430|||M19.90|ICD10CM|ET|M19.90|Arthritis NOS|4|N|256|Q170990|D001168|372091005||M19.90|||14210023-n|14186541-n|arthritis%1:26:00::|||Artrosis no especificada, localización no especificada|
125237|C0003872|ENG|S|L0283149|PF|S0808748|N|A17839604|||L40.5|ICD10CM|HT|L40.5|Arthropathic psoriasis|4|N|256|Q511097|D015535|||L40.5|||14211351-n|14187869-n|psoriatic_arthritis%1:26:00::|||Artropatia psoriásica|
125238|C0003872|ENG|S|L0283149|PF|S0808748|N|A17839604|||L40.5|ICD10CM|HT|L40.5|Arthropathic psoriasis|4|N|256|Q511097|D015535|||L40.50|||14211351-n|14187869-n|psoriatic_arthritis%1:26:00::|||Artropatia psoriásica|
125295|C0003872|ENG|S|L9396784|PF|S11614157|Y|A17814078|||L40.50|ICD10CM|PT|L40.50|Arthropathic psoriasis, unspecified|4|N|256|Q511097|D015535|||L40.5|||14211351-n|14187869-n|psoriatic_arthritis%1:26:00::|||Artropatia psoriásica, no especificada|
125296|C0003872|ENG|S|L9396784|PF|S11614157|Y|A17814078|||L40.50|ICD10CM|PT|L40.50|Arthropathic psoriasis, unspecified|4|N|256|Q511097|D015535|||L40.50|||14211351-n|14187869-n|psoriatic_arthritis%1:26:00::|||Artropatia psoriásica, no especificada|
125630|C0003873|ENG|S|L0725039|PF|S1013651|N|A17839849|||M06.9|ICD10CM|PT|M06.9|Rheumatoid arthritis, unspecified|4|N|256|Q187255|D001172|||M06.9|||14210220-n|14186738-n|rheumatoid_arthritis%1:26:00:: atrophic_arthritis%1:26:00:: rheumatism%1:26:01::|||Artritis reumatoide no especificada|
128044|C0003949|ENG|P|L0003949|PF|S0016129|N|A18905885|||J61|ICD10CM|ET|J61|Asbestosis|4|N|256|Q664174|D001195||J61|J61|||14173845-n|14150363-n|asbestosis%1:26:00::|||Neumoconiosis por asbesto y otras fibras minerales|
128183|C0003950|ENG|P|L0003950|PF|S0016131|N|A17824925|||B77|ICD10CM|HT|B77|Ascariasis|4|N|256|Q842428|D001196|||B77|||14476641-n|14453175-n|ascariasis%1:26:00::|||Ascariasis|
128184|C0003950|ENG|P|L0003950|PF|S0016131|N|A17824925|||B77|ICD10CM|HT|B77|Ascariasis|4|N|256|Q842428|D001196|||B77.9|||14476641-n|14453175-n|ascariasis%1:26:00::|||Ascariasis|
128243|C0003950|ENG|S|L0003952|PF|S1209380|Y|A17812014|||B77|ICD10CM|ET|B77|ascaridiasis|4|N|256|Q842428|D001196|||B77|||14476641-n|14453175-n|ascariasis%1:26:00::|||Ascariasis|
128244|C0003950|ENG|S|L0003952|PF|S1209380|Y|A17812014|||B77|ICD10CM|ET|B77|ascaridiasis|4|N|256|Q842428|D001196|||B77.9|||14476641-n|14453175-n|ascariasis%1:26:00::|||Ascariasis|
128263|C0003950|ENG|S|L0515726|PF|S0593154|N|A17799148|||B77.9|ICD10CM|PT|B77.9|Ascariasis, unspecified|4|N|256|Q842428|D001196|||B77|||14476641-n|14453175-n|ascariasis%1:26:00::|||Ascariasis, no especificada|
128264|C0003950|ENG|S|L0515726|PF|S0593154|N|A17799148|||B77.9|ICD10CM|PT|B77.9|Ascariasis, unspecified|4|N|256|Q842428|D001196|||B77.9|||14476641-n|14453175-n|ascariasis%1:26:00::|||Ascariasis, no especificada|
128732|C0003962|ENG|P|L0003962|PF|S0016144|N|A17841672|||R18|ICD10CM|HT|R18|Ascites|4|N|256|Q193889|D001201||R18||||14133507-n|14110025-n|ascites%1:26:00::|||Ascitis|
128766|C0003962|ENG|P|L0003962|VO|S0593186|Y|A17854339|||R18.8|ICD10CM|ET|R18.8|Ascites NOS|4|N|256|Q193889|D001201||R18||||14133507-n|14110025-n|ascites%1:26:00::|||Otros tipos de ascitis|
131260|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis|
131261|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis|
131262|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis|
131263|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis|
131264|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis|
131265|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis|
131266|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.1|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis|
131267|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.1|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis|
131268|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.1|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis|
131269|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.2|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis|
131270|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.2|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis|
131271|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.2|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis|
131272|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.7|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis|
131273|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.7|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis|
131274|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.7|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis|
131275|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.8|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis|
131276|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.8|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis|
131277|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.8|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis|
131278|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.9|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis|
131279|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.9|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis|
131280|C0004030|ENG|P|L0004030|PF|S0016245|N|A17773579|||B44|ICD10CM|HT|B44|Aspergillosis|4|N|256|Q259626|D001228|||B44.9|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis|
131722|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis, no especificada|
131723|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis, no especificada|
131724|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis, no especificada|
131725|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.0|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis, no especificada|
131726|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.0|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis, no especificada|
131727|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.0|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis, no especificada|
131728|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.1|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis, no especificada|
131729|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.1|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis, no especificada|
131730|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.1|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis, no especificada|
131731|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.2|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis, no especificada|
131732|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.2|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis, no especificada|
131733|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.2|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis, no especificada|
131734|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.7|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis, no especificada|
131735|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.7|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis, no especificada|
131736|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.7|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis, no especificada|
131737|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.8|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis, no especificada|
131738|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.8|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis, no especificada|
131739|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.8|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis, no especificada|
131740|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.9|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis, no especificada|
131741|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.9|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis, no especificada|
131742|C0004030|ENG|S|L0516195|PF|S0593339|N|A17837531|||B44.9|ICD10CM|PT|B44.9|Aspergillosis, unspecified|4|N|256|Q259626|D001228|||B44.9|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis, no especificada|
135232|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135233|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135234|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135235|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135236|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135237|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135238|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.1|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135239|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.1|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135240|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.1|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135241|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.2|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135242|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.2|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135243|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.2|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135244|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.7|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135245|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.7|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135246|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.7|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135247|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.8|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135248|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.8|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135249|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.8|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135250|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.9|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135251|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.9|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135252|C0004032|ENG|P|L0004032|PF|S0482184|N|A17850299|||B44.7|ICD10CM|PT|B44.7|Disseminated aspergillosis|4|N|256|Q259626|D001228|||B44.9|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135505|C0004032|ENG|S|L3519804|VC|S11638272|Y|A17786372|||B44.7|ICD10CM|ET|B44.7|Generalized aspergillosis|4|N|256|Q259626|D001228|||B44|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135506|C0004032|ENG|S|L3519804|VC|S11638272|Y|A17786372|||B44.7|ICD10CM|ET|B44.7|Generalized aspergillosis|4|N|256|Q259626|D001228|||B44|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135507|C0004032|ENG|S|L3519804|VC|S11638272|Y|A17786372|||B44.7|ICD10CM|ET|B44.7|Generalized aspergillosis|4|N|256|Q259626|D001228|||B44|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
135508|C0004032|ENG|S|L3519804|VC|S11638272|Y|A17786372|||B44.7|ICD10CM|ET|B44.7|Generalized aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14095041-n|14071559-n|aspergillosis%1:26:01::|||Aspergilosis diseminada|
135509|C0004032|ENG|S|L3519804|VC|S11638272|Y|A17786372|||B44.7|ICD10CM|ET|B44.7|Generalized aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14206353-n|14182871-n|aspergillosis%1:26:00::|||Aspergilosis diseminada|
135510|C0004032|ENG|S|L3519804|VC|S11638272|Y|A17786372|||B44.7|ICD10CM|ET|B44.7|Generalized aspergillosis|4|N|256|Q259626|D001228|||B44.0|||14283851-n|14260349-n|aspergillosis%1:26:02:: brooder_pneumonia%1:26:00::|||Aspergilosis diseminada|
